area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
Israel (Mediterranean),25807.67,10836.5174,127.3037484,10594.94588,10751.79705,10834.58573,10921.97608,11078.16612,574.887881,25.07253504,529.5876976,556.4218018,572.8059753,592.4040375,633.8017123,1101.444595,31.31051204,1050.43658,1081.466546,1098.048339,1118.240155,1175.014822,461.6037169,11.33881126,440.0149998,454.5599108,460.7555977,469.2170126,483.9874656,2791.124402,17.8021589,2763.24812,2778.378094,2788.913985,2801.880764,2827.81402,149.3247114,4.449315878,141.1900992,146.168458,148.6143253,152.4202754,157.7532404,284.0292632,5.937322492,273.5457491,280.384979,284.3021809,287.0601497,297.4082132,116.5177557,2.326602358,112.210606,114.9513952,116.3671636,118.1127983,121.0577186,602.997499,11.87111615,583.7810407,593.9111712,602.2093512,611.1142891,624.739258,35.8409035,2.261299613,31.95381747,34.3770448,35.63350426,37.4674615,40.45828333,56.70481108,3.078801978,50.79393149,54.65795478,56.86223179,58.41983456,62.60833911,26.56460015,1.554687391,24.19366396,25.47024745,26.34160129,27.48871618,29.7978645,0.419895225,0.004932787,0.022275854,0.000971515,0.042678963,0.001213225,0.0178863,0.000439358,0.108150965,0.000689801,0.005786059,0.000172403,0.011005614,0.00023006,0.00451485,9.02E-05,0.02336505,0.000459984,0.001388769,8.76E-05,0.002197208,0.000119298,0.00102933,6.02E-05,91.59294036,-58.09106341,90.20914932,-58.97684825,58.21256033,-53.15282839
Italy (mainland),314298.5,2480673.75,5743.924169,2470628.07,2476874.339,2480118.451,2484731.527,2490783.967,164906.2985,1224.221265,162395.2773,164151.986,164916.7988,165912.7997,167164.8815,223046.8117,1667.641261,220077.5956,221884.8343,223031.6634,224044.441,226435.8351,96594.59471,854.0366738,95078.68183,95968.33215,96514.055,97156.07619,98216.31531,599507.2713,2611.829477,594473.0664,597910.8538,599436.3718,601485.367,604296.3671,40320.72767,518.4919214,39206.10699,39996.92379,40322.57308,40686.467,41138.9662,54408.22032,827.4069822,52937.28953,53878.96964,54443.31604,55002.11202,55891.07194,23021.3698,373.9064555,22296.84065,22793.17068,23017.58718,23257.87895,23758.67017,142330.4315,1859.715426,138460.8939,141335.6608,142078.4049,143405.4445,146416.3182,9942.853481,375.7956269,9335.233508,9691.754477,9913.644616,10159.26639,10756.01682,12710.05791,530.9891788,11813.69726,12325.67848,12699.72197,13049.09243,13804.99717,5371.487016,228.115389,4895.690806,5215.978123,5385.871885,5493.301354,5796.980515,7.892731751,0.018275379,0.524680514,0.003895091,0.70966553,0.005305915,0.307333935,0.002717279,1.907445537,0.008310028,0.128288005,0.00164968,0.173110022,0.002632551,0.073246833,0.001189654,0.452851132,0.005917036,0.031635065,0.001195665,0.040439448,0.001689442,0.0170904,0.000725792,35.25669651,-56.69312914,34.93858734,-57.68769928,27.83108931,-57.7382963
Jamaica,286170.76,8725.78697,198.5026792,8332.60308,8561.4396,8739.186091,8874.938368,9079.369802,316.1337418,13.74002812,295.9659158,304.6765654,314.6697754,325.8039661,344.870554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.720252,34.17325604,2161.543825,2198.359027,2222.827732,2244.300977,2301.083434,84.04875868,2.250021281,80.27552155,82.52154082,83.71386819,85.62064291,89.08766071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.5413692,21.14312487,475.5575039,501.5799981,515.3705394,528.2671264,560.6235362,21.6030757,1.855952774,18.20926304,20.53154621,21.49709433,22.5296646,25.57121642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030491539,0.000693651,0.001104703,4.80E-05,0,0,0,0,0.007767112,0.000119416,0.000293701,7.86E-06,0,0,0,0,0.001801517,7.39E-05,7.55E-05,6.49E-06,0,0,0,0,-100,,-100,,-100,
Japan (Daito Islands),792358.97,47046.14332,220.2704257,46591.69923,46883.9335,47047.51369,47178.72812,47467.15475,4990.695441,67.41732815,4871.435356,4939.821135,4993.720197,5039.098876,5110.073857,3179.872715,52.36940131,3098.106938,3141.705773,3176.13929,3206.085177,3297.063243,1497.707416,19.36544893,1463.190668,1487.218566,1495.594369,1510.775077,1533.29106,11477.94084,46.18907312,11394.19772,11455.11493,11477.41601,11506.30321,11569.86556,1217.784788,12.9430741,1196.81079,1209.215155,1217.094107,1226.246156,1246.78741,769.6428966,4.573844356,761.6340302,766.3352335,769.6806613,772.294701,779.04249,360.3068789,0.896751375,358.5166184,359.704766,360.3703647,360.8960237,361.9360005,1876.258195,24.7581395,1825.080424,1859.340442,1875.600686,1893.541035,1928.672207,216.5064196,7.443891022,201.2168485,211.7396876,216.910208,220.354991,231.1423252,118.1130576,5.676330746,107.88014,114.2557064,118.0596741,121.9182337,128.8100144,54.06189878,2.14498665,49.68107608,52.67912012,54.10389098,55.40346536,58.19026364,0.059374785,0.000277993,0.006298528,8.51E-05,0.004013172,6.61E-05,0.001890188,2.44E-05,0.014485784,5.83E-05,0.00153691,1.63E-05,0.000971331,5.77E-06,0.000454727,1.13E-06,0.00236794,3.12E-05,0.000273243,9.39E-06,0.000149065,7.16E-06,6.82E-05,2.71E-06,-36.2839758,-52.90039726,-36.79976097,-53.18518751,-45.44593283,-54.22868572
Japan (Ogasawara Islands),1083029.52,72510.11063,419.5050931,71824.39947,72179.1604,72520.239,72795.09848,73266.96386,8841.583655,105.7106902,8664.509415,8771.223192,8828.37611,8908.113472,9056.826494,4277.220659,68.25733213,4165.564032,4232.447641,4267.201937,4329.924433,4404.585145,1380.677112,17.61277107,1351.38918,1365.837126,1380.588486,1393.031136,1413.697278,17602.04177,69.96229416,17470.27469,17551.00088,17592.33055,17647.15752,17732.93494,2148.281823,20.3475698,2116.701462,2132.455923,2147.058403,2161.872937,2187.985405,1031.588076,6.051270739,1021.24405,1027.059823,1031.742712,1035.919623,1042.205921,332.174286,1.167107925,330.142185,331.2888935,332.0339671,333.0177247,334.3898373,2938.980659,41.65089125,2855.522479,2916.409982,2937.648911,2968.363433,3011.207244,375.5842477,12.16032083,356.5412876,366.6796416,374.244727,383.4827741,398.2748994,165.1166948,8.429985374,152.7032704,158.0878548,165.6243796,169.6292701,185.257514,50.40606572,2.223392522,45.81693048,49.12569359,50.21763445,52.10077936,53.64538499,0.066951186,0.000387344,0.008163751,9.76E-05,0.003949311,6.30E-05,0.001274829,1.63E-05,0.016252596,6.46E-05,0.001983586,1.88E-05,0.000952502,5.59E-06,0.000306708,1.08E-06,0.002713666,3.85E-05,0.00034679,1.12E-05,0.000152458,7.78E-06,4.65E-05,2.05E-06,-51.62381734,-67.72022718,-51.9807846,-67.79971641,-56.03737489,-69.47245959
Japan (main islands),2583922.82,29588233.24,101222.3381,29396283.49,29518569.34,29599734.37,29665955.09,29752332.04,1541939.261,15228.89925,1513059.445,1532710.072,1541741.328,1552397.816,1568725.308,2358986.773,24498.94869,2310530.736,2341132.209,2361058.398,2373244.606,2409701.905,2400361.756,26391.76094,2355791.465,2379420.01,2400520.258,2418181.384,2454053.904,7498957.996,12278.95282,7478008.686,7490797.618,7497411.664,7506445.873,7520602.683,401173.969,3551.956507,393901.6377,398966.7643,401007.1025,403606.0891,407777.2852,595846.5404,4349.843769,588204.4155,592899.0958,596229.1031,598233.599,603132.1721,591954.8074,4457.8152,582682.0871,589582.2227,592512.719,594606.8173,599103.5876,1351930.983,8868.765988,1333319.994,1346961.229,1352434.526,1357133.71,1367317.505,74785.33612,2687.319772,70300.86715,72789.89182,74583.78532,76647.57928,79836.4907,104046.4725,2413.992637,99534.94551,102680.8473,103880.9179,105389.3319,108782.0615,114346.146,2467.230351,109974.9622,112774.005,114112.8195,115944.7551,119053.3333,11.45089668,0.039173902,0.596743544,0.005893713,0.912947846,0.0094813,0.928960315,0.010213835,2.902160211,0.004752059,0.155257721,0.001374637,0.230597654,0.001683426,0.22909152,0.001725212,0.523208732,0.003432287,0.028942558,0.001040015,0.040266865,0.000934236,0.044252926,0.000954839,52.98830719,1.753930267,48.5257236,-0.653143507,39.12683678,9.8991088
Jarvis Isl. (USA),324241.73,13943.42648,186.9807449,13586.9804,13815.02366,13943.29416,14063.58614,14271.43912,924.6812479,12.64257926,901.0018313,916.4457931,925.4612184,933.7315875,945.4180261,816.3525278,19.88332411,775.0676228,805.8628705,817.0706532,830.2788284,851.7686462,6446.772012,88.8132918,6276.754723,6389.760108,6441.467065,6511.696764,6629.285869,3348.038896,32.5083225,3288.098701,3324.016847,3347.167627,3370.505749,3417.437025,222.0583048,0.745207488,220.6322115,221.5821151,222.1424792,222.5386629,223.3517461,194.9538968,0.830500783,193.3714285,194.3846606,195.0620453,195.5453415,196.3988552,1524.363024,4.885441877,1515.621268,1521.742765,1524.095017,1528.345329,1533.705062,522.3486527,22.56348505,480.8770924,507.993223,519.8010027,533.1251205,568.3174142,32.3653314,1.521593667,29.30774614,31.27023513,32.31592756,33.36677309,35.22737014,28.08109114,2.211114506,23.89545699,26.65222521,27.97695295,29.35743913,32.46510742,221.5709373,10.19857322,200.69959,215.4656019,221.8591408,228.0571481,239.1962114,0.043003183,0.000576671,0.002851827,3.90E-05,0.002517728,6.13E-05,0.01988261,0.000273911,0.01032575,0.00010026,0.000684854,2.30E-06,0.000601261,2.56E-06,0.004701317,1.51E-05,0.001610985,6.96E-05,9.98E-05,4.69E-06,8.66E-05,6.82E-06,0.000683351,3.15E-05,-11.71525003,689.7044221,-12.20598707,681.9094917,-13.23712774,689.0396289
Johnston Atoll (USA),442630.43,12972.59863,428.7591771,12137.34948,12656.75437,12952.06877,13273.46214,13700.96856,1335.648927,20.18464574,1301.962601,1319.820332,1335.040029,1348.533938,1376.450089,401.8317984,42.61616734,328.3553708,378.9179676,397.9656408,424.9266071,498.8744833,327.4542248,23.41384809,290.5971506,311.6880998,326.6026248,339.7539321,373.1795432,3176.236146,74.81080682,3038.170357,3117.717507,3176.930462,3229.359602,3310.929332,320.6252764,2.264823929,316.6693783,318.9455593,320.4319042,322.2734655,325.0538836,98.12833729,5.627599182,86.04744652,94.59597751,98.32782902,102.1086237,107.2483266,80.25833804,4.021733525,72.78809939,77.85427972,80.14391663,82.87934629,87.95914442,698.0978435,52.65228483,596.3125203,662.2979355,693.8675366,735.634209,784.164102,49.90714043,2.348230705,45.06049518,48.46115472,49.83229636,51.77920203,53.76399362,19.72504863,4.422078601,13.53692596,16.756932,19.07780594,21.587635,30.85495629,16.38089517,2.676412825,12.45782389,14.58455705,15.98972094,17.727767,22.16136306,0.029307968,0.000968662,0.003017526,4.56E-05,0.000907827,9.63E-05,0.000739791,5.29E-05,0.00717582,0.000169014,0.000724363,5.12E-06,0.000221694,1.27E-05,0.000181321,9.09E-06,0.001577157,0.000118953,0.000112751,5.31E-06,4.46E-05,9.99E-06,3.70E-05,6.05E-06,-69.91486382,-18.50962865,-69.39469702,-18.21084484,-60.47650004,-16.95384136
Kenya,162794.19,11309.48954,51.11503468,11230.4821,11276.41603,11305.89421,11335.74246,11418.68586,637.29321,12.61884589,613.2042217,628.6877496,637.8535038,645.9739396,660.6704837,1020.05783,13.64776563,997.2267854,1010.230889,1018.092551,1029.017886,1046.516157,718.930137,10.64333384,698.9137919,711.0088067,719.363708,725.8815141,741.9502846,2937.826883,13.86671053,2912.75202,2929.111923,2937.555722,2946.475443,2965.643861,165.6931685,2.927996029,161.072488,163.4214601,165.6493779,167.84981,170.730132,262.0228103,3.035221852,256.8735999,259.3138205,261.8758415,264.2491695,266.999297,192.7711899,3.412826369,186.313668,190.0611848,193.5552721,195.286359,198.4549656,617.7115216,7.824751977,603.6810484,611.612907,617.3602131,622.7303414,633.6576107,39.16920751,1.905328139,35.44926383,37.85730202,39.11946385,40.95152167,42.18901883,48.67329168,1.881796102,45.26010659,47.31140646,48.59915233,49.88495194,52.59859013,47.07888591,1.779214728,44.40175978,45.68408032,46.91129197,48.21039981,50.83858627,0.069471088,0.000313986,0.003914717,7.75E-05,0.006265935,8.38E-05,0.00441619,6.54E-05,0.018046264,8.52E-05,0.001017808,1.80E-05,0.001609534,1.86E-05,0.00118414,2.10E-05,0.003794432,4.81E-05,0.000240606,1.17E-05,0.000298987,1.16E-05,0.000289193,1.09E-05,60.06099144,-29.52064916,58.13736478,-26.42961515,24.26417275,-3.275730314
Kerguelen Isl. (France),567690.27,93211.41774,3950.089747,86185.93162,90467.86115,93044.99107,95833.24641,101633.6015,0,0,0,0,0,0,0,4029.866663,309.0239669,3470.962609,3842.980457,4001.572586,4212.559221,4645.872573,3878.654315,428.9962009,3208.898114,3518.385643,3858.174156,4165.125629,4842.747753,21089.19901,537.6093764,19956.17283,20730.4753,21008.11579,21442.50622,21996.31059,0,0,0,0,0,0,0,755.9490216,8.675790718,741.1774275,748.6092304,757.0241583,761.3076345,774.202129,713.8420068,6.617136983,702.9251236,709.4519038,712.5467335,718.4466688,726.5131604,6669.145112,748.4389923,5564.552271,6125.531565,6559.325381,7015.501288,8431.882021,0,0,0,0,0,0,0,305.3595296,69.80162131,197.5701928,264.6154363,294.4027674,346.7028692,450.8550804,284.2675802,79.74374409,157.811675,229.5345855,283.3781288,325.9882861,458.5758883,0.164194144,0.006958178,0,0,0.007098707,0.000544353,0.006832342,0.000755687,0.037149129,0.000947012,0,0,0.001331622,1.53E-05,0.00125745,1.17E-05,0.011747859,0.001318393,0,0,0.000537898,0.000122957,0.000500744,0.000140471,Inf,-3.752291579,Inf,-5.570086544,Inf,-6.907251077
Kermadec Isl. (New Zealand),621785.02,17088.74789,237.8130337,16504.9465,16918.23229,17086.07393,17241.12966,17489.78412,1037.554418,17.50330794,1003.110302,1025.509436,1037.889424,1047.756466,1068.4037,1339.890566,67.72272619,1208.316104,1299.788345,1342.639654,1385.434797,1475.910772,591.8602353,32.81585161,527.2006025,570.0339824,595.7448348,616.1480473,645.7081983,4262.310685,31.47229916,4204.914952,4240.953714,4261.252153,4280.03099,4323.606056,248.622957,0.828493592,247.0549197,248.0898101,248.6426564,249.041808,250.1305025,333.4089364,11.70935969,312.2967023,324.8963073,332.4430029,342.832914,354.2395414,149.4363265,5.994734705,137.7815008,145.9187653,149.2957712,153.8941289,161.0253574,834.2075114,24.48675444,790.155607,816.6471798,832.9515712,851.2340587,881.581418,36.50430529,2.072165889,32.89312706,35.10171262,36.36622667,37.97150099,40.88628312,66.97867874,6.275502886,57.31968493,62.97973308,66.69504622,71.27466467,81.09076091,30.10693696,4.302946967,23.0176505,27.25273573,29.50736339,33.49322731,38.42745183,0.02748337,0.000382468,0.001668671,2.82E-05,0.00215491,0.000108917,0.000951873,5.28E-05,0.006854959,5.06E-05,0.000399854,1.33E-06,0.000536213,1.88E-05,0.000240334,9.64E-06,0.001341633,3.94E-05,5.87E-05,3.33E-06,0.00010772,1.01E-05,4.84E-05,6.92E-06,29.1393051,-55.82771829,34.10223276,-55.1792678,83.48158717,-55.04996884
Kiribati (Gilbert Islands),1050681.03,816855.8989,2713.912731,812226.2181,814728.3421,816614.4331,818991.6852,821611.4357,8512.528227,221.5939382,8081.796203,8360.26427,8539.259956,8675.26567,8931.439721,62623.2632,464.7056669,61852.87192,62291.31903,62666.71105,62925.24281,63509.70636,249382.973,1655.633186,246472.0971,248416.2302,249245.5471,250343.8255,252517.6735,193691.1893,182.5451318,193391.3841,193545.8023,193683.9596,193806.3734,194030.0961,2065.206799,27.80820229,2005.512691,2047.671485,2063.622348,2085.735678,2112.542061,14907.92542,53.18534863,14822.14467,14872.5865,14909.48129,14942.13864,15026.42454,58901.92218,68.76554658,58773.21606,58855.73901,58906.63052,58948.16243,59026.71308,28109.85479,256.5084896,27569.77184,27939.18203,28104.91417,28268.36693,28541.88075,342.9094607,22.69029802,302.4994828,325.0792766,342.346584,355.9458076,388.9995766,2202.966046,57.12527012,2113.157012,2159.585949,2204.191371,2238.069894,2315.950269,8379.615016,176.0396946,8037.17686,8257.396048,8379.656995,8500.690748,8733.197541,0.777453742,0.002583003,0.008101915,0.000210905,0.059602545,0.00044229,0.237353646,0.001575771,0.184348231,0.00017374,0.001965589,2.65E-05,0.014188821,5.06E-05,0.056060708,6.54E-05,0.026753938,0.000244135,0.000326369,2.16E-05,0.002096703,5.44E-05,0.007975413,0.000167548,635.6599771,298.2273683,621.8611437,295.1047548,542.4337321,280.378764
Kiribati (Line Islands),1637688.92,234302.6127,2129.074143,230165.5057,233017.9558,234300.7467,235598.5757,238837.4047,19969.70801,292.8939673,19454.7936,19740.3451,19999.73934,20177.59168,20553.63262,17000.78857,204.3991073,16674.42653,16839.81362,17020.46072,17135.23842,17384.6525,58706.72265,391.6430342,58013.98548,58461.08853,58684.56754,58995.14218,59419.95025,56890.50695,349.6603977,56313.98759,56647.49501,56881.45409,57112.08197,57532.00542,4856.566485,24.69711524,4816.765507,4839.693634,4852.872617,4869.978039,4908.126851,4110.570508,27.14609226,4059.238919,4088.666787,4109.682059,4129.291343,4160.454773,13919.86031,23.72619737,13875.18523,13904.89004,13918.76176,13934.29227,13964.10467,9619.743796,250.032201,9203.153176,9452.780888,9597.970757,9770.890483,10094.83239,757.056507,36.31592635,688.6192985,737.3789309,754.659408,781.9070571,826.6320289,632.3272698,25.83999037,588.5786503,613.1833433,632.9929211,649.195376,681.5838531,2044.271925,41.88919712,1977.622835,2016.98174,2042.364496,2065.548696,2133.583272,0.143069059,0.001300048,0.012193835,0.000178846,0.010380963,0.000124809,0.035847298,0.000239144,0.034738287,0.000213508,0.0029655,1.51E-05,0.002509982,1.66E-05,0.008499697,1.45E-05,0.005873975,0.000152674,0.000462271,2.22E-05,0.00038611,1.58E-05,0.001248266,2.56E-05,-14.86711494,245.3176446,-15.36056345,238.6357266,-16.47555183,223.293336
Kiribati (Phoenix Islands),743062.62,293051.3362,1163.892318,291009.3138,292266.8969,293042.8876,293654.6843,295301.4528,4037.113391,43.00073723,3962.033968,4003.592749,4036.696992,4064.469813,4132.992604,20963.45572,193.2494625,20604.15515,20829.10143,20970.76617,21063.18042,21360.93828,127346.1506,850.8326533,125752.9185,126868.4631,127440.7644,127889.0906,128759.4565,69566.4258,123.2187954,69310.06344,69494.62966,69566.48252,69654.24222,69807.0495,964.6080818,2.451892743,959.2511998,962.9249152,964.8872221,966.261945,969.3437626,4991.860936,13.69442552,4967.790303,4982.921399,4991.236534,4999.962411,5022.18378,30023.61981,29.64555795,29968.35319,30004.78754,30022.92308,30042.87152,30085.10521,10341.20006,118.5462085,10127.42068,10253.90772,10352.32372,10414.18434,10557.0588,141.9219804,5.501878275,131.4035188,137.9853075,141.9178894,145.3692074,151.9323213,728.9372055,18.94163143,693.9380784,715.0615071,728.2139581,741.9252699,763.5932984,4278.368415,81.66838084,4110.954553,4220.076186,4285.011734,4332.391713,4438.248062,0.394383095,0.001566345,0.005433073,5.79E-05,0.028212233,0.000260072,0.171380106,0.001145035,0.093621216,0.000165826,0.001298152,3.30E-06,0.006717955,1.84E-05,0.040405235,3.99E-05,0.013916997,0.000159537,0.000190996,7.40E-06,0.00098099,2.55E-05,0.005757749,0.000109908,419.2684399,507.4673578,417.501463,501.4514465,413.6182594,486.9323698
"Korea (North, Sea of Japan)",89052.38,1303700.446,6455.277934,1292022.686,1299732.083,1303507.804,1308406.834,1315816.354,136299.6666,1995.575529,133046.6658,134814.9018,136329.1721,137679.0941,140658.0267,28472.67391,537.1046861,27569.65434,28110.78681,28486.09003,28728.31292,29600.48243,37097.87117,801.1177661,35547.87658,36676.20198,37091.66887,37470.05013,38804.33221,347923.1568,1665.976221,344489.7884,346685.858,347871.6387,349239.0987,350739.4782,36510.77243,472.4208826,35696.2067,36184.3872,36481.7594,36816.55938,37433.04365,7594.527211,135.8312439,7301.008315,7511.860236,7586.314712,7694.334534,7850.124465,9758.031397,144.1568014,9497.864707,9655.980859,9758.283734,9846.423385,10058.00877,57227.4299,718.7326825,55801.81835,56811.28236,57203.11349,57586.9192,58733.09147,5895.462564,170.6293932,5549.934079,5779.220819,5894.690372,6031.312135,6205.883762,1220.813301,46.29618995,1150.679786,1186.185559,1214.81679,1248.288158,1313.730148,1946.798042,80.48609994,1799.898179,1901.693666,1943.09714,1993.22541,2135.368133,14.63970357,0.07248855,1.530556136,0.022409008,0.319729511,0.006031334,0.416584837,0.008996029,3.90694956,0.018707824,0.409992102,0.005304978,0.085281575,0.001525296,0.109576312,0.001618787,0.642626619,0.008070898,0.06620219,0.001916057,0.013708935,0.000519876,0.021861269,0.000903806,-79.11023951,30.29289518,-79.19921517,28.48767443,-79.29232376,59.46730272
"Korea (North, Yellow Sea)",24846.33,830362.303,6763.54247,818156.0172,824327.4657,831592.2614,834900.7445,841373.4427,86231.74265,1655.802192,83000.94508,85188.85514,86323.18335,87445.22023,89157.03463,17549.59625,453.3090128,16777.42424,17221.48119,17544.43967,17803.8036,18342.856,32436.98307,514.6874379,31372.88897,32095.78421,32440.01726,32790.49511,33464.95851,204952.4408,985.8162315,203370.4894,204252.6607,204933.612,205561.5777,206903.9645,21164.57342,369.5769201,20517.66974,20918.76829,21198.27041,21407.39448,21919.85247,4346.431177,93.291157,4165.068657,4274.299757,4349.932708,4413.359787,4502.827158,7875.551242,96.60209066,7712.103614,7801.501136,7860.766943,7942.942371,8071.690266,34737.37851,676.5744354,33549.9528,34334.70055,34738.75824,35136.66495,36123.87845,3548.502512,214.3372509,3123.932963,3422.50158,3546.057946,3670.048936,3956.034792,698.1716377,42.76908912,624.3973643,667.8508104,696.9694366,728.8666331,784.9616551,1551.033693,53.64282944,1456.259513,1515.760333,1552.619775,1589.14446,1643.300667,33.41991767,0.27221495,3.470602807,0.066641721,0.706325492,0.018244506,1.305503995,0.020714827,8.248801365,0.039676533,0.851818897,0.014874507,0.174932522,0.003754726,0.316970403,0.003887982,1.398088913,0.027230357,0.142817974,0.008626516,0.028099588,0.001721344,0.062425062,0.002158984,-79.648334,84.83036653,-79.46364857,81.19581148,-80.3248938,122.1565027
Korea (South),453228.87,6424913.605,26065.16724,6376057.631,6406150.676,6424102.819,6441429.703,6477044.33,62100.73138,1279.633494,59835.96603,61333.06338,61996.85945,62899.99239,64638.21369,765070.742,9420.744392,746181.1793,759673.3154,763861.286,771747.8948,784507.713,758629.5639,9462.862035,742527.4103,752416.942,757645.9958,764087.0559,779118.9811,1684109.626,4642.269329,1675621.289,1681380.4,1684077.093,1687106.789,1692966.628,16634.0288,228.5508077,16142.0903,16498.54986,16635.87322,16764.13914,17085.09925,194427.9049,1915.50293,191347.8485,193099.8929,194379.9521,195672.7638,197974.0555,195231.1454,1706.122335,192322.1517,193945.2958,195029.8802,196652.801,198521.208,299984.5925,3462.645915,293487.5371,297570.2186,300491.5234,302129.2006,306121.7211,2977.438738,112.7013023,2779.963428,2895.686863,2976.573003,3053.249007,3214.788896,32729.19244,1128.635626,30662.01597,31989.1867,32543.73583,33514.17314,34826.03732,37043.01762,1239.191441,35322.57338,36133.1414,36991.0277,37951.95445,39615.00018,14.17587014,0.057509945,0.137018481,0.002823372,1.688045031,0.020785844,1.673833275,0.020878772,3.715803951,0.01024266,0.036701168,0.000504272,0.428983937,0.004226348,0.430756199,0.003764373,0.661883239,0.00763995,0.006569393,0.000248663,0.072213388,0.002490211,0.081731373,0.002734141,1131.983465,-0.841906209,1068.856368,0.41313022,999.2398273,13.18035934
