area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
Hawaii Northwest Islands (USA),1578701.18,33000.62326,393.7297035,32208.38581,32780.142,33006.61197,33311.88871,33657.46375,4263.087546,62.95242689,4163.498752,4212.228293,4265.781251,4303.099791,4385.03483,289.5881688,12.01741383,265.1994457,282.3948028,290.0950347,297.2492263,311.8487288,316.0884193,16.83478003,285.3126757,303.3393495,316.835577,327.6166914,344.4907743,8136.818033,92.83574935,7995.293784,8073.894839,8123.261635,8201.043459,8328.325149,1033.746438,9.418871087,1016.98821,1027.931556,1033.507608,1039.455157,1051.474499,72.25746428,1.8879412,69.07137562,71.03665149,72.22685405,73.42349698,76.21262574,80.02712509,2.60884948,75.86223997,78.21758871,80.03536877,81.75291681,85.17952286,1527.108062,43.83123645,1454.504684,1496.794738,1523.755862,1551.163187,1618.622542,187.2111306,7.548780401,172.5293909,181.5754666,186.8493213,192.6566262,201.783181,16.37815764,1.253921391,14.29916528,15.45632111,16.36238653,17.01910396,18.86270863,17.70835355,1.638785558,14.78477015,16.44816308,17.76978289,18.98491992,20.29203608,0.020903654,0.000249401,0.002700376,3.99E-05,0.000183434,7.61E-06,0.000200221,1.07E-05,0.005154122,5.88E-05,0.000654808,5.97E-06,4.58E-05,1.20E-06,5.07E-05,1.65E-06,0.000967319,2.78E-05,0.000118586,4.78E-06,1.04E-05,7.94E-07,1.12E-05,1.04E-06,-93.20707901,9.151012847,-93.01013657,10.75274491,-91.25150434,8.121767683
Heard & McDonald Isl. (Australia),416970.03,18969.60796,831.7530805,17273.54676,18515.88985,18952.55697,19492.12014,20463.79544,0,0,0,0,0,0,0,602.0608199,101.6506687,443.6090286,535.4103123,588.3233336,647.7179977,846.6926098,3137.009428,304.3160816,2609.652893,2933.590308,3108.874036,3321.70853,3761.048004,3601.583225,26.75212829,3551.611372,3585.606477,3601.489844,3622.634736,3650.172139,0,0,0,0,0,0,0,109.933949,1.673668894,106.9301865,108.7367262,109.8855038,111.1056592,113.1882043,612.3189005,9.171032921,596.1235831,606.4160849,611.9315622,619.1668967,631.6684097,1417.670908,166.4526669,1132.667536,1297.772259,1422.086176,1521.384472,1771.207191,0,0,0,0,0,0,0,41.90105223,18.49079973,16.00550486,28.09091132,39.69806167,51.24139708,85.61635823,231.5927784,59.96212856,125.6022592,197.24386,229.3295617,273.8911511,343.2977175,0.045493936,0.001994755,0,0,0.001443895,0.000243784,0.007523345,0.000729827,0.008637511,6.42E-05,0,0,0.00026365,4.01E-06,0.001468496,2.20E-05,0.003399935,0.000399196,0,0,0.000100489,4.43E-05,0.000555418,0.000143804,Inf,421.0452706,Inf,456.9879972,Inf,452.7135145
Honduras (Caribbean),209569.42,35485.3912,515.4834491,34419.67169,35205.07646,35515.12862,35838.23551,36225.68299,1840.505422,51.82123207,1744.02508,1805.822345,1834.00604,1877.797339,1966.339791,3926.801764,160.4812509,3669.217377,3814.064365,3897.133246,4028.690527,4286.490945,1610.885601,61.15057827,1463.967664,1570.550448,1616.425113,1651.10486,1717.677577,9513.308994,90.4641211,9374.157326,9456.256633,9510.366859,9557.753828,9727.851558,497.0040844,8.94591896,482.0157742,490.290815,497.7667266,503.1558399,513.2141064,1074.159441,28.05408301,1026.950328,1053.410194,1072.288794,1089.473616,1127.132721,431.01843,12.87185088,405.9907364,422.6032797,430.9451027,440.3807996,453.9547395,1463.486647,29.99697379,1405.7143,1441.745259,1463.867008,1484.33557,1516.521858,86.31232842,3.745330572,78.65021836,83.66541251,86.80350387,88.98595231,92.43290118,133.7912258,9.772543287,117.3603361,127.4461509,132.0918243,139.6264723,153.2007386,65.68363146,3.505867826,58.77307029,63.08412448,65.85569434,68.02964341,71.29225394,0.169325235,0.002459726,0.008782319,0.000247275,0.018737475,0.000765767,0.007686644,0.000291792,0.045394548,0.000431667,0.002371549,4.27E-05,0.005125554,0.000133865,0.002056686,6.14E-05,0.006983302,0.000143136,0.000411856,1.79E-05,0.00063841,4.66E-05,0.000313422,1.67E-05,113.3545338,-58.97716009,116.1268841,-59.87388711,55.00824535,-50.90587513
Honduras (Pacific),770.31,21.47790835,1.071841337,19.795984,20.62523462,21.3562667,22.29842555,23.48046929,0.213628803,0.022907221,0.174844888,0.195746162,0.213552497,0.226737843,0.263160381,1.54E-05,2.16E-06,1.16E-05,1.40E-05,1.54E-05,1.67E-05,1.96E-05,5.40E-06,7.06E-07,4.31E-06,4.86E-06,5.24E-06,5.83E-06,6.86E-06,5.393998678,0.194528463,5.072030383,5.263701594,5.36719748,5.519485627,5.881220853,0.053277789,0.004006639,0.045880366,0.050170485,0.052791828,0.055944706,0.061120847,3.92E-06,3.85E-07,3.30E-06,3.63E-06,3.88E-06,4.17E-06,4.70E-06,1.34E-06,1.08E-07,1.17E-06,1.26E-06,1.33E-06,1.42E-06,1.57E-06,1.399677753,0.144431923,1.134588278,1.289005612,1.398329039,1.493034834,1.665283201,0.013424985,0.002624981,0.008397822,0.011869587,0.013415437,0.014971326,0.0182476,1.07E-06,3.21E-07,6.17E-07,8.46E-07,1.02E-06,1.26E-06,1.82E-06,3.32E-07,7.89E-08,2.10E-07,2.75E-07,3.28E-07,3.76E-07,5.23E-07,0.027882162,0.001391442,0.000277328,2.97E-05,2.00E-08,2.80E-09,7.00E-09,9.17E-10,0.007002374,0.000252533,6.92E-05,5.20E-06,5.09E-09,4.99E-10,1.74E-09,1.41E-10,0.001817032,0.000187498,1.74E-05,3.41E-06,1.39E-09,4.16E-10,4.31E-10,1.02E-10,-99.99277133,-65.06325035,-99.99263941,-65.72708268,-99.99200057,-69.08084634
Hong Kong (China),2007.67,112958.6653,887.749675,111453.7491,112337.1268,112760.7417,113530.111,114775.3195,1907.538956,72.24423698,1758.76027,1857.641187,1914.056205,1954.344312,2053.343029,21010.15694,366.3673264,20398.5482,20783.47217,20974.75162,21238.5424,21739.29349,1787.363695,53.06000026,1686.860896,1751.166292,1788.949108,1818.323047,1886.038482,28117.52421,198.08463,27795.78805,27979.09418,28120.52441,28239.18104,28515.739,498.5883592,15.44912304,471.0182388,487.8455378,496.1172028,507.7757821,537.2663661,5128.501928,82.59280506,4968.070079,5072.625281,5131.532098,5185.841751,5276.737248,422.1280289,11.64783925,402.3067603,414.6984218,421.4628243,429.8681181,446.7856867,5600.374048,69.09884001,5457.306515,5551.028139,5608.687711,5644.594366,5717.333591,106.175695,5.422713011,96.52592225,102.194657,106.7504335,109.5483447,116.2288554,1058.133381,35.83181789,998.5754316,1032.362378,1055.6244,1080.967888,1132.12526,84.78821052,5.841109895,74.88629919,80.91135438,84.71206375,88.36810005,96.09645622,56.26356191,0.442179081,0.950125746,0.035984119,10.4649454,0.182483838,0.890267671,0.026428646,14.00505273,0.098663939,0.248341789,0.007695051,2.55445463,0.041138636,0.210257676,0.00580167,2.789489332,0.034417429,0.052885033,0.002700998,0.527045471,0.017847464,0.042232145,0.002909397,1001.427411,-91.49285891,928.6044254,-91.76897981,896.5871959,-91.98700164
Howland & Baker Isl. (USA),434922.52,47063.35355,255.2380475,46588.6113,46935.11742,47031.27036,47233.07824,47538.72313,3559.351641,55.62109966,3456.22598,3520.582498,3567.999667,3598.825551,3652.152427,1628.819227,35.01827772,1545.439426,1608.380865,1633.556189,1650.511398,1694.321667,14493.0125,110.5438251,14250.53533,14413.9967,14504.07463,14550.88932,14727.24556,11202.08981,26.87696716,11158.4905,11184.58255,11198.29368,11221.02087,11257.91613,855.4314886,6.252908974,843.6204951,851.3740969,854.6111246,859.7747017,869.397159,386.7308456,1.384523424,384.0338695,385.8674836,386.6782826,387.7237543,389.445514,3414.383672,5.849291837,3403.944453,3410.520764,3414.352089,3417.831194,3425.810394,1696.501499,28.10649294,1639.821248,1677.875204,1694.967864,1717.712036,1744.574427,133.6272961,6.26809431,123.0173422,129.4019068,133.2286389,137.635038,145.2926872,55.45227579,3.645385095,48.80479771,53.00633441,55.59765893,58.03600281,61.95462476,487.0633728,13.14172442,463.3638032,476.7729364,487.9004094,495.2025412,513.7665065,0.108210891,0.000586859,0.008183875,0.000127887,0.003745079,8.05E-05,0.033323205,0.000254169,0.025756518,6.18E-05,0.001966859,1.44E-05,0.000889195,3.18E-06,0.007850556,1.34E-05,0.003900698,6.46E-05,0.000307244,1.44E-05,0.000127499,8.38E-06,0.001119885,3.02E-05,-54.23831666,789.786433,-54.79113748,782.8837188,-58.50228403,778.3469495
India (mainland),1655693.65,8295866.134,35704.61416,8232196.118,8270238.934,8300662.622,8321299.643,8360052.067,4921.876785,65.15094441,4804.536966,4884.710063,4915.047299,4966.061077,5053.81073,949915.8001,14170.34997,922386.3413,939743.3942,952474.1895,958703.2135,972993.6306,1495170.872,20443.5402,1454120.907,1484319.875,1494760.172,1509989.261,1530665.61,2263347.488,7446.533546,2249497.117,2258542.737,2262693.892,2268077.488,2278083.447,1305.047795,13.59955794,1278.055847,1297.509635,1304.5234,1313.181481,1329.798436,260388.0534,2196.122071,256902.8486,258851.9908,260334.1845,261605.5546,264781.3307,406965.0472,3992.606928,400336.9105,404235.6372,406771.4445,409425.091,414078.6381,487144.1511,3627.524888,480137.2994,485385.3674,487553.9316,489044.7428,494865.0597,281.665649,7.326191973,265.9859063,277.4679816,281.952118,285.965802,296.0528807,55344.19336,1327.038346,52717.94175,54536.16176,55167.03006,56312.10514,57881.63297,87533.31123,2028.29997,83756.21522,86420.47705,87507.30308,88688.26049,91349.81613,5.010507913,0.021564747,0.002972698,3.93E-05,0.573726788,0.008558558,0.90304802,0.012347417,1.367008618,0.004497531,0.000788218,8.21E-06,0.157268256,0.001326406,0.245797311,0.002411441,0.294223603,0.00219094,0.000170119,4.42E-06,0.03342659,0.0008015,0.05286806,0.001225045,19199.86957,57.40035818,19852.3768,56.29175068,19548.89704,58.16168944
"Indian Ocean, Antarctic",8563039.1,80799.48169,2983.684713,75486.85698,78567.69422,80715.80786,82716.1887,85868.30837,0,0,0,0,0,0,0,739.2189685,97.2116963,582.4946454,681.5057372,732.6142784,788.4148354,967.7975579,1150.152838,48.7202018,1067.656681,1119.248648,1145.198494,1176.270902,1261.527754,14028.60155,66.90292786,13908.69863,13983.41818,14030.96792,14072.37234,14168.26194,0,0,0,0,0,0,0,123.8816335,0.394755581,123.1537759,123.6022131,123.8835466,124.1451418,124.7036512,232.5920227,2.465469766,228.4928537,231.0060469,232.6983898,233.8617664,238.273705,2346.248028,112.7776788,2140.017274,2272.032136,2342.484175,2412.173504,2596.351944,0,0,0,0,0,0,0,18.37875491,4.276200905,11.96972942,15.31694418,18.10115857,21.0247436,27.10166943,78.12952534,9.105637959,62.24705742,72.89716927,77.61697141,83.62048282,95.32288527,0.009435842,0.000348438,0,0,8.63E-05,1.14E-05,0.000134316,5.69E-06,0.001638274,7.81E-06,0,0,1.45E-05,4.61E-08,2.72E-05,2.88E-07,0.000273997,1.32E-05,0,0,2.15E-06,4.99E-07,9.12E-06,1.06E-06,Inf,55.59027668,Inf,87.75343542,Inf,325.1078254
"Indian Ocean, Eastern",22173254.24,2780501.805,6555.926403,2770244.159,2775319.13,2780948.288,2784430.29,2792924.657,65463.54324,1018.801889,63462.81952,64714.55617,65465.10482,66282.73737,67252.60048,351662.6662,3142.629131,345965.1021,349498.9667,351535.2345,353638.4088,357672.2219,377060.5103,3372.195417,370560.9434,374749.3852,377260.1601,379630.0059,383099.2731,671937.9179,629.9769818,670742.7028,671504.9018,672095.5713,672395.2384,673020.8959,15990.07791,63.69157061,15871.41462,15951.95415,15987.63016,16026.81547,16129.77358,84861.52157,165.4193021,84559.06592,84745.62363,84855.49574,84991.52723,85121.48273,91407.25615,351.0551547,90684.57379,91198.6418,91410.78307,91660.75735,91980.35136,102090.7801,839.2826679,100685.3778,101454.2614,101967.3532,102601.8618,103858.035,2400.384687,118.5768731,2144.616708,2340.103999,2397.257352,2482.918961,2631.237377,12677.80088,334.1570865,12017.79615,12438.72891,12714.45932,12905.87247,13276.83425,14605.52413,325.100535,14091.40558,14382.50629,14544.09154,14768.32372,15310.51375,0.125398905,0.000295668,0.002952365,4.59E-05,0.015859768,0.000141731,0.017005195,0.000152084,0.030303983,2.84E-05,0.000721143,2.87E-06,0.003827202,7.46E-06,0.004122411,1.58E-05,0.004604231,3.79E-05,0.000108256,5.35E-06,0.000571761,1.51E-05,0.0006587,1.47E-05,437.1885615,7.222217903,430.7136217,7.713430605,428.157047,15.20550187
"Indian Ocean, Western",16978224.21,790614.6329,3034.736597,786284.1427,788172.0385,790348.4766,792678.6668,796807.0761,26177.07862,1258.255928,24068.53387,25230.33216,26176.51281,27216.303,28500.52469,76447.95245,641.4690674,75176.36197,76050.74235,76396.69837,76884.73026,77634.60666,143399.2234,1588.569525,140770.4231,142443.6043,143630.0827,144294.1961,146451.0239,196403.2956,477.6593186,195444.6686,196091.1495,196468.8816,196681.6475,197345.1331,6457.337702,212.0205647,6029.162186,6322.620571,6456.55628,6601.632135,6857.699454,18710.87216,64.2776436,18593.77453,18658.93693,18719.83683,18757.14197,18826.96803,36556.50159,128.7822931,36300.07267,36474.40066,36560.17121,36631.6703,36790.95283,32864.04325,380.6265177,32135.62569,32611.54537,32831.92705,33144.01883,33517.06279,1265.159072,135.2530887,1017.834623,1176.126538,1268.830487,1349.638296,1544.833154,2936.694664,65.49300093,2817.616899,2888.56654,2937.779114,2980.371639,3066.089804,6027.916533,187.1927783,5685.077097,5898.399008,5988.918833,6176.616954,6355.197225,0.046566391,0.000178743,0.001541803,7.41E-05,0.004502706,3.78E-05,0.008446067,9.36E-05,0.011567953,2.81E-05,0.000380331,1.25E-05,0.001102051,3.79E-06,0.00215314,7.59E-06,0.001935658,2.24E-05,7.45E-05,7.97E-06,0.000172968,3.86E-06,0.000355038,1.10E-05,192.0415741,87.5775855,189.7614005,95.37572206,132.120587,105.2619432
Indonesia (Central),1002280.09,5109852.858,31017.44712,5056987.189,5086283.694,5107139.515,5128221.077,5167297.2,22058.1522,1199.481859,19631.82137,21309.78666,22029.22617,22917.1704,24498.00273,693729.1802,6895.458647,681386.9414,689429.7998,693686.0378,698210.0643,709192.5241,685006.8389,10907.71214,665783.8514,678184.7179,684163.2039,692803.6712,705409.5226,1415412.38,4798.055367,1405860.666,1411698.653,1416003.941,1418593.029,1423697.24,6052.108604,210.0155769,5670.524863,5913.50304,6045.927202,6182.032752,6491.871828,191487.057,1480.672365,188997.5728,190528.4711,191445.6668,192563.2471,194410.8119,191419.4799,2034.700518,187882.0594,190199.1748,191505.6233,192618.95,194533.7285,322927.8033,3364.568922,317037.5319,320783.8922,323119.3485,324810.5279,330988.6391,1300.831818,128.3100342,1085.692642,1218.644152,1284.730926,1370.43707,1623.237671,45023.94612,1210.566853,42798.64717,44056.69844,44991.89493,46015.56985,47094.75973,42769.91066,1418.951715,39923.31019,41954.8147,42748.92662,43611.08818,45009.84904,5.098228438,0.030946885,0.022007972,0.001196753,0.692151014,0.006879772,0.683448515,0.010882898,1.412192454,0.00478714,0.006038341,0.000209538,0.191051443,0.001477304,0.190984019,0.002030072,0.322193174,0.003356915,0.001297873,0.000128018,0.044921521,0.001207813,0.042672613,0.001415724,3045.001331,-1.257312159,3063.972585,-0.035290685,3361.165809,-5.006303667
Indonesia (Eastern),3598525.35,11995113.13,51625.09991,11890260.92,11960235.77,11996283.15,12031528.87,12088872.59,6992.781709,88.82919223,6824.812526,6940.669151,6985.869941,7048.646188,7178.714953,1667922.272,16370.69931,1644408.876,1655352.26,1666844.715,1678407.903,1702594.09,1679198.4,20998.55859,1638938.441,1664951.393,1677925.52,1694633.305,1716958.252,3245256.628,9381.393663,3228703.718,3239802.757,3244978.689,3250551.917,3264376.401,1692.560018,6.129622421,1682.38413,1688.11533,1692.500026,1696.702821,1705.616709,451187.5293,3112.286707,445085.698,449138.7385,451380.0977,453627.7025,456685.968,452566.3862,4014.666202,445563.6111,449841.1135,452043.0203,454911.0643,460444.6998,723162.7411,7457.679863,710728.4923,717718.7452,722532.8183,728354.6441,737423.093,253.2174341,9.979044272,237.3339879,246.3102463,251.8906109,258.2648139,272.0742965,103378.2934,2981.056286,98446.20044,101149.8455,103063.7978,105704.0863,108657.1449,97227.45364,2813.307433,92406.92598,95080.32522,97421.55895,99182.32295,102546.2939,3.33334129,0.014346182,0.001943235,2.47E-05,0.463501604,0.00454928,0.466635145,0.005835323,0.901829586,0.002607011,0.000470348,1.70E-06,0.125381229,0.000864878,0.125764401,0.001115642,0.200960858,0.002072427,7.04E-05,2.77E-06,0.02872796,0.000828411,0.027018694,0.000781795,23752.05689,0.676058381,26557.10666,0.305606152,40725.89879,-5.949836787
Indonesia (Indian Ocean),1410220.86,4149846.763,22106.24503,4110500.161,4138641.386,4148786.274,4163572.543,4196077.514,15722.90863,532.7538513,14774.92809,15403.49773,15659.35189,16068.6373,16731.60033,591618.6954,6601.962026,578884.3122,586713.5885,591838.3806,596071.5256,602103.3502,599826.0865,10879.6191,580891.3745,593250.2511,598393.6309,606365.0854,624670.6596,1150564.234,4534.171359,1141926.289,1147700.251,1150458.155,1153842.266,1161073.733,4138.271381,73.69838874,4011.674897,4081.838781,4137.434814,4199.561052,4286.063438,164184.1851,1497.104998,161535.7102,163115.7416,164164.7298,165262.6698,166945.8012,167222.0489,2167.97255,163803.1388,165789.0589,167161.742,168596.9412,171324.0382,258712.096,2439.515325,254547.6343,256893.8571,258275.125,260224.5919,263175.9667,767.52065,55.04691959,673.6557974,725.6531612,766.3024983,802.0918208,880.2512697,37479.46091,834.0334103,35867.36939,36936.06136,37433.07189,37997.40012,39243.16714,36705.08236,1313.653546,34161.00436,35870.7491,36556.56598,37513.89609,39537.1098,2.942692794,0.015675733,0.011149253,0.00037778,0.419522014,0.004681509,0.425341947,0.007714833,0.815875205,0.003215221,0.002934485,5.23E-05,0.116424448,0.00106161,0.118578624,0.001537328,0.18345502,0.001729882,0.000544256,3.90E-05,0.026577015,0.00059142,0.026027896,0.000931523,3662.781489,1.387277171,3867.458147,1.850277996,4783.185997,-2.066141095
Iran (Persian Gulf),98724.81,440063.9185,1527.910337,437668.1166,438905.7531,439937.3817,440940.0392,443367.8023,2147.384201,44.60251553,2050.317439,2122.503308,2148.804771,2178.541115,2227.231034,63804.13055,599.5018493,62641.91318,63341.31377,63842.1393,64264.20221,64883.57035,47417.22914,455.114379,46673.02327,47097.89612,47390.89557,47741.18361,48151.95289,111514.4135,269.1817145,110951.3092,111330.9545,111532.5696,111671.8656,111970.7981,533.9432817,8.782575711,517.9700997,527.7121729,533.8619558,540.6130487,550.1082249,16061.34947,103.0997853,15882.58826,15988.04861,16068.23555,16130.66542,16271.69065,12558.01777,78.05068082,12416.70322,12507.36207,12555.47644,12612.3907,12707.18863,23449.7557,166.2373575,23128.06999,23323.0076,23472.23207,23559.01387,23754.09295,114.4040631,5.447652464,104.2224559,110.1471539,113.7097174,118.8450046,124.9215128,3420.557274,65.14499153,3299.282138,3381.95271,3426.726206,3463.098629,3526.839736,2474.304715,53.4262634,2380.712451,2438.192434,2472.214084,2508.032989,2568.236221,4.457480531,0.015476458,0.021751211,0.000451786,0.646282637,0.006072454,0.480296991,0.004609929,1.129548018,0.002726586,0.0054084,8.90E-05,0.162688077,0.001044315,0.127202248,0.000790588,0.237526471,0.001683846,0.001158818,5.52E-05,0.034647393,0.000659864,0.025062643,0.000541163,2871.248952,-25.68313566,2908.062845,-21.81218775,2889.891426,-27.66369581
Iran (Sea of Oman),64473.37,47086.26434,344.3361388,46506.91994,46837.28697,47070.08928,47310.16529,47756.69348,458.1059559,8.205068129,442.7294404,452.1737137,459.0288768,462.8170375,472.685486,2267.437444,28.64172651,2215.877048,2247.097253,2269.246723,2288.915306,2317.96449,8869.707825,92.31869155,8700.248381,8804.522203,8873.997788,8929.979331,9048.716364,13536.40595,40.02379099,13455.07176,13516.80924,13536.14643,13559.47503,13617.60443,118.448196,1.312388817,115.9289809,117.4673222,118.5611573,119.3763693,120.862869,597.7527568,4.358774148,589.7136657,595.2895568,598.0709317,601.0304255,605.2411579,2420.084249,16.77632044,2391.899649,2408.573623,2419.069074,2432.514935,2451.084744,2673.426752,38.27143063,2605.493614,2647.055171,2674.001979,2695.842555,2751.404517,28.21251288,0.932086281,26.73824725,27.61890282,28.21179476,28.7294248,30.3362256,135.1653781,2.765626588,130.6508898,133.04941,135.3076355,136.9004759,140.4446947,531.6154165,8.987256618,515.8799652,525.9346411,530.7646755,536.4719503,547.8081236,0.730321129,0.00534075,0.007105351,0.000127263,0.035168589,0.000444241,0.137571649,0.001431889,0.209953442,0.00062078,0.001837165,2.04E-05,0.009271312,6.76E-05,0.037536184,0.000260205,0.041465597,0.000593601,0.000437584,1.45E-05,0.002096453,4.29E-05,0.008245504,0.000139395,394.9591714,291.1776199,404.6533229,304.8637537,379.0972666,293.3073869
Iraq,1148.32,30815.08627,558.3913036,30006.92898,30390.20219,30742.34559,31154.413,32029.44434,0.922873301,0.103347765,0.744982452,0.855533341,0.91524737,0.977029245,1.114765142,5645.922771,181.5708924,5320.847945,5503.574364,5644.43502,5802.735586,5968.228436,3739.743287,134.8915465,3453.156573,3650.962708,3745.784224,3818.529851,3978.733431,7661.0329,118.3674312,7415.869119,7573.338109,7672.211395,7745.891337,7856.167697,0.234558925,0.017844954,0.202222819,0.222192678,0.234598544,0.245312356,0.266822963,1397.239748,42.09281387,1320.940808,1371.600304,1395.542918,1427.101946,1480.561387,942.4362376,19.44000746,905.8471657,931.3446483,942.5637179,953.9929362,980.3684529,1869.090606,52.19213107,1771.64075,1836.231703,1869.017517,1901.519407,1966.717435,0.058558838,0.010591309,0.04035021,0.051022631,0.058111326,0.065779463,0.077548343,332.5219576,18.35088183,302.4021702,320.1505278,331.5779439,345.4595611,370.5032782,237.5861593,15.13607947,210.6153762,226.4066002,237.2964615,247.8039796,266.4944124,26.83492953,0.486268029,0.000803673,9.00E-05,4.916680691,0.158118723,3.25670831,0.117468603,6.67151395,0.103078786,0.000204263,1.55E-05,1.216768625,0.036655996,0.82070872,0.016929085,1.627673998,0.04545086,5.10E-05,9.22E-06,0.289572556,0.015980634,0.206898913,0.013181064,611676.5858,-33.76205381,595588.1608,-32.55014114,567742.4823,-28.55023438
Ireland,427730.53,2915922.939,8327.144649,2902767.906,2909908.7,2914527.514,2921523.779,2930937.216,98925.45492,836.8068469,97244.72811,98348.57089,98979.91916,99435.40776,100566.2552,348518.1038,2576.42423,343991.7357,346671.5131,348559.5888,350044.0875,353931.3405,273480.7327,2745.400886,269188.9155,271442.1034,273111.567,275264.4106,278891.612,691251.6294,2075.500564,687690.7896,689960.5676,691263.3175,692628.2795,695952.294,22331.64344,206.0272934,21943.40054,22213.11421,22341.22828,22461.15833,22751.3998,82639.19525,757.7446464,81349.86151,82079.13324,82674.10987,83075.66739,84134.5714,69683.66764,572.2530147,68654.3562,69316.12097,69675.30815,70031.37339,70861.15276,149770.453,1822.334097,146468.4896,148428.7646,149809.2891,151174.773,152958.8571,4838.827156,94.99273234,4680.782597,4770.472503,4833.589101,4899.723615,5017.179837,18579.09033,546.1127063,17583.4733,18241.52071,18559.18553,18898.20486,19714.76216,15089.02214,648.6083265,13971.69398,14637.41187,15051.25879,15475.76658,16516.55661,6.817196189,0.019468203,0.231279855,0.001956388,0.81480764,0.006023475,0.639376228,0.006418529,1.616091396,0.004852355,0.052209608,0.000481675,0.193203874,0.001771547,0.162914879,0.001337882,0.350151421,0.004260472,0.011312793,0.000222085,0.043436437,0.001276768,0.035276935,0.001516395,252.3037666,-21.53040839,270.0542482,-15.67721899,283.9585446,-18.78492504
